,Date,Symbols,Close,High,Low,Open,Volume
514,2020-08-04,BNTX,83.17,84.5,81.08,84.44,2410338
515,2020-08-04,MRNA,78.46,78.62,75.5,78.192,10126500
516,2020-08-03,AMZN,3111.89,3184.0,3104.0,3180.51,5074663
517,2020-08-03,GOOGL,1482.76,1497.73,1471.72,1491.0,2276085
518,2020-08-03,FB,251.96,255.4,250.33,252.65,23134103
519,2020-08-03,PFE,37.551,37.854,37.419000000000004,37.806,30072798
520,2020-08-03,BNTX,85.47,85.48,81.84,82.99,2434416
521,2020-08-03,MRNA,77.98,77.99,73.03,74.98,13382327
522,2020-07-31,AMZN,3164.68,3246.82,3151.0,3244.0,8083369
523,2020-07-31,GOOGL,1487.95,1505.02,1454.0,1497.05,4576382
524,2020-07-31,FB,253.67,255.85,249.0,255.82,53030037
525,2020-07-31,PFE,37.678000000000004,37.943000000000005,37.071999999999996,37.864000000000004,27618017
526,2020-07-31,BNTX,82.11,86.95,80.85,86.0,2642973
527,2020-07-31,MRNA,74.1,78.44,73.6038,78.2,14223411
528,2020-07-30,AMZN,3051.88,3092.0,3005.0,3014.0,6128265
529,2020-07-30,GOOGL,1538.37,1540.89,1495.17,1497.97,1802121
530,2020-07-30,FB,234.5,234.893,229.0,230.22,20615306
531,2020-07-30,PFE,37.933,38.129,37.405,37.482,31271780
532,2020-07-30,BNTX,84.16,84.88,78.0,79.05,3302751
533,2020-07-30,MRNA,77.63,79.25,76.8,78.0,13101985
534,2020-07-29,AMZN,3033.53,3039.1592,2996.77,3030.99,2974060
535,2020-07-29,GOOGL,1523.51,1533.33,1503.01,1505.0,1133773
536,2020-07-29,FB,233.29,233.7,230.31,231.14,13588317
537,2020-07-29,PFE,38.07,38.254,37.284,38.109,36234538
538,2020-07-29,BNTX,82.5,86.79,80.02,85.54,3846336
539,2020-07-29,MRNA,79.51,82.82,76.5502,81.98,24453924
540,2020-07-28,AMZN,3000.33,3077.0926,2995.76,3054.27,3126651
541,2020-07-28,GOOGL,1503.65,1526.01,1500.52,1525.0,1545534
542,2020-07-28,FB,230.12,234.96,229.83,234.63,14170112
543,2020-07-28,PFE,37.836999999999996,38.141999999999996,36.907,37.371,55177010
544,2020-07-28,BNTX,85.38,90.4,84.1,89.0,5108614
545,2020-07-28,MRNA,81.49,83.85,79.5,81.0,32946885
546,2020-07-27,AMZN,3055.21,3098.0,3015.77,3062.0,4170492
547,2020-07-27,GOOGL,1529.43,1537.56,1512.33,1513.26,1356185
548,2020-07-27,FB,233.5,234.95,230.83,231.46,13163083
549,2020-07-27,PFE,36.403,36.606,36.102,36.227,27043896
550,2020-07-27,BNTX,86.53,88.2,81.7744,87.44,5129152
551,2020-07-27,MRNA,79.91,80.98,76.16,80.63,44710713
552,2020-07-24,AMZN,3008.91,3031.58,2888.0,2930.0,5632413
553,2020-07-24,GOOGL,1508.21,1515.4273,1487.59,1499.19,1495381
554,2020-07-24,FB,230.71,233.49,226.9,230.19,18325813
555,2020-07-24,PFE,36.518,36.994,36.194,36.878,33139615
556,2020-07-24,BNTX,84.17,86.7,80.34,86.3,7109730
557,2020-07-24,MRNA,73.21,73.9,66.54,69.05,27797477
558,2020-07-23,AMZN,2986.55,3098.2713,2970.0,3098.2713,5656906
559,2020-07-23,GOOGL,1516.75,1570.35,1508.59,1565.93,1695498
560,2020-07-23,FB,232.6,242.42,231.75,239.63,21771802
561,2020-07-23,PFE,37.246,38.225,37.022,38.041,58352647
562,2020-07-23,BNTX,88.51,101.15,87.0,97.5135,15899745
563,2020-07-23,MRNA,75.33,82.68,72.2,82.05,29288088
564,2020-07-22,AMZN,3099.91,3149.9999,3065.26,3125.0,4104225
565,2020-07-22,GOOGL,1564.85,1566.98,1543.23,1555.71,1224100
566,2020-07-22,FB,239.87,241.9,238.12,240.26,15427885
567,2020-07-22,PFE,37.391,37.556,36.383,37.071999999999996,88748246
568,2020-07-22,BNTX,104.17,104.99,93.65,99.19,13817768
569,2020-07-22,MRNA,83.225,84.12,79.11,79.61,27274018
570,2020-07-21,AMZN,3138.29,3240.5758,3105.72,3232.49,6134965
571,2020-07-21,GOOGL,1555.92,1587.05,1552.62,1585.03,1377718
572,2020-07-21,FB,241.75,246.91,240.08,246.22,19409687
573,2020-07-21,PFE,35.578,35.955,35.414,35.82,23136686
574,2020-07-21,BNTX,91.6,97.82,90.05,92.0,6034451
575,2020-07-21,MRNA,80.86,82.43,79.07,80.91,26185580
576,2020-07-20,AMZN,3196.84,3201.3599,2994.0172,3000.2,7598176
577,2020-07-20,GOOGL,1563.84,1569.01,1502.6961,1515.0,1508277
578,2020-07-20,FB,245.42,246.05,235.635,240.06,20872223
579,2020-07-20,PFE,35.394,36.48,35.219,36.354,36021231
580,2020-07-20,BNTX,88.2,96.0899,85.77,91.7465,7790762
581,2020-07-20,MRNA,82.68,90.85,78.05,87.86,78391296
582,2020-07-17,AMZN,2961.97,3024.0,2948.45,3009.0,4761319
583,2020-07-17,GOOGL,1516.85,1523.43,1498.1,1516.91,1713231
584,2020-07-17,FB,242.03,244.16,237.86,241.0,18152413
585,2020-07-17,PFE,35.152,35.229,34.641999999999996,34.773,22862315
586,2020-07-17,BNTX,85.25,86.4,76.42,76.54,5053511
587,2020-07-17,MRNA,94.85,95.21,82.61,83.35,103509162
588,2020-07-16,AMZN,2999.9,3032.0,2918.23,2971.06,6394246
589,2020-07-16,GOOGL,1514.92,1515.91,1488.27,1501.5,1324227
590,2020-07-16,FB,240.93,241.76,236.3306,238.0,18880705
591,2020-07-16,PFE,34.52,34.56,34.187,34.52,18024325
592,2020-07-16,BNTX,75.87,80.5,74.56,80.5,2847924
593,2020-07-16,MRNA,81.81,84.2899,79.6,80.1598,27277409
594,2020-07-15,AMZN,3008.87,3098.35,2973.1801,3080.23,5788874
595,2020-07-15,GOOGL,1516.88,1536.33,1497.83,1523.23,1551325
596,2020-07-15,FB,240.28,244.82,238.05,241.55,19133562
597,2020-07-15,PFE,34.637,34.909,34.395,34.899,25727105
598,2020-07-15,BNTX,78.0,87.58,76.8,86.08,3908683
599,2020-07-15,MRNA,80.22,88.37,78.01,87.52,90756071
600,2020-07-14,AMZN,3084.0,3127.38,2950.0,3089.0,7231933
601,2020-07-14,GOOGL,1520.86,1522.8,1485.925,1492.79,1905400
602,2020-07-14,FB,239.73,240.33,232.03,236.76,23378056
603,2020-07-14,PFE,34.162,34.346,33.821999999999996,34.298,32145197
604,2020-07-14,BNTX,83.88,85.0,78.0,82.57,4748726
605,2020-07-14,MRNA,75.04,76.9486,70.6201,74.0,38708760
606,2020-07-13,AMZN,3104.0,3344.29,3068.3901,3251.06,7720420
607,2020-07-13,GOOGL,1512.23,1576.36,1506.56,1549.94,2147728
608,2020-07-13,FB,239.0,250.15,238.42,247.005,24674874
609,2020-07-13,PFE,34.143,34.637,33.474000000000004,33.678000000000004,55348446
610,2020-07-13,BNTX,77.78,84.89,75.75,78.47,8529557
611,2020-07-13,MRNA,71.78,77.7499,63.8,63.89,56617291
612,2020-07-10,AMZN,3200.0,3215.0,3135.7,3191.76,5485982
613,2020-07-10,GOOGL,1539.01,1541.34,1500.72,1513.25,1796063
614,2020-07-10,FB,245.07,245.49,239.32,243.685,22982716
615,2020-07-10,PFE,32.805,33.009,32.47,32.64,23931275
616,2020-07-10,BNTX,70.36,71.2899,67.0,67.0,2874259
617,2020-07-10,MRNA,62.61,64.93,62.32,64.65,7407545
618,2020-07-09,AMZN,3182.63,3193.8799,3074.0016,3115.99,6388659
619,2020-07-09,GOOGL,1518.66,1529.1412,1495.59,1509.93,2091833
620,2020-07-09,FB,244.5,246.525,239.24,245.0,22174896
621,2020-07-09,PFE,32.446,32.853,32.098,32.708,19924331
622,2020-07-09,BNTX,65.61,68.0,64.51,66.61,1186732
623,2020-07-09,MRNA,64.97,65.35,58.88,62.09,20646142
624,2020-07-08,AMZN,3081.11,3083.97,3012.4301,3022.61,5037635
625,2020-07-08,GOOGL,1503.6,1511.17,1492.3,1500.8,1588292
626,2020-07-08,FB,243.58,246.99,236.59,238.11,29791339
627,2020-07-08,PFE,32.727,33.328,32.553000000000004,32.979,23733161
628,2020-07-08,BNTX,67.56,68.58,66.46,67.21,1449603
629,2020-07-08,MRNA,61.58,62.46,59.45,60.79,7590861
630,2020-07-07,AMZN,3000.12,3069.55,2990.0,3058.55,5257514
631,2020-07-07,GOOGL,1489.92,1521.32,1489.7,1496.13,2118194
632,2020-07-07,FB,240.86,247.65,238.82,239.41,27887786
633,2020-07-07,PFE,32.999,33.31,32.926,33.018,24605331
634,2020-07-07,BNTX,69.34,70.89,63.51,64.0,2264397
635,2020-07-07,MRNA,61.09,61.5,57.44,58.8,8904341
636,2020-07-06,AMZN,3057.04,3059.88,2930.0,2934.97,6880642
637,2020-07-06,GOOGL,1499.65,1510.0,1476.976,1488.15,2235630
638,2020-07-06,FB,240.28,240.4,232.27,233.76,26206158
639,2020-07-06,PFE,33.464,33.929,33.336999999999996,33.891,26565110
640,2020-07-06,BNTX,65.51,66.9,64.33,65.59,1649445
641,2020-07-06,MRNA,59.15,60.73,57.1,58.55,9977316
642,2020-07-02,AMZN,2890.3,2955.56,2871.1021,2912.01,6593387
643,2020-07-02,GOOGL,1469.93,1488.52,1451.065,1451.84,2860915
644,2020-07-02,FB,233.42,240.0,232.61,239.0,30633620
645,2020-07-02,PFE,33.464,33.791,33.009,33.571,44294039
646,2020-07-02,BNTX,63.27,69.3899,62.73,68.245,3926512
647,2020-07-02,MRNA,58.57,61.8,55.8097,60.0,26544378
648,2020-07-01,AMZN,2878.7,2895.0,2754.0,2757.99,6363439
649,2020-07-01,GOOGL,1442.0,1448.48,1414.18,1419.17,2109124
650,2020-07-01,FB,237.55,239.0,227.56,228.5,43399739
651,2020-07-01,PFE,32.717,33.494,32.698,33.494,71916972
652,2020-07-01,BNTX,64.14,79.38,62.3,77.7,9879256
653,2020-07-01,MRNA,61.59,63.73,59.12,63.0,17916470
654,2020-06-30,AMZN,2758.82,2769.63,2675.03,2685.065,3769686
655,2020-06-30,GOOGL,1418.05,1424.0,1386.9301,1396.88,2014320
656,2020-06-30,FB,227.07,227.5,218.47,220.59,33927068
657,2020-06-30,PFE,31.708000000000002,31.884,31.253,31.544,24902508
658,2020-06-30,BNTX,66.74,68.25,62.2197,66.16,1979059
659,2020-06-30,MRNA,64.21,65.15899999999999,61.8,62.18,11955169
660,2020-06-29,AMZN,2680.38,2696.8,2630.08,2690.01,4223422
661,2020-06-29,GOOGL,1397.17,1398.0,1351.65,1360.34,2253678
662,2020-06-29,FB,220.64,220.75,207.11,209.75,58514281
663,2020-06-29,PFE,31.651,31.68,31.223000000000003,31.476999999999997,23439364
664,2020-06-29,BNTX,65.8,71.38,64.12,65.68,4011359
665,2020-06-29,MRNA,62.08,63.0,59.4,61.82,8074205
666,2020-06-26,AMZN,2692.87,2782.5688,2688.0,2775.0559999999996,6500784
667,2020-06-26,GOOGL,1362.54,1437.02,1355.0,1432.63,4882014
668,2020-06-26,FB,216.08,233.09,215.4,232.64,76343939
669,2020-06-26,PFE,31.069000000000003,31.302,30.651999999999997,31.273000000000003,41244418
670,2020-06-26,BNTX,62.13,63.37,56.5,56.63,2830723
671,2020-06-26,MRNA,61.28,62.29,59.14,60.71,13866283
672,2020-06-25,AMZN,2754.58,2756.23,2712.14,2739.55,2968657
673,2020-06-25,GOOGL,1441.1,1442.32,1419.5401,1431.22,1197907
674,2020-06-25,FB,235.68,237.3,232.74,234.62,18704339
675,2020-06-25,PFE,31.34,31.399,30.865,31.136,26826991
676,2020-06-25,BNTX,59.71,59.92,53.5201,54.51,2406358
677,2020-06-25,MRNA,62.0,67.0,58.51,67.0,26905664
678,2020-06-24,AMZN,2734.4,2796.0,2721.0,2780.0,4526605
679,2020-06-24,GOOGL,1432.7,1475.79,1430.0,1463.28,1579579
680,2020-06-24,FB,234.02,243.22,232.68,241.2,20834904
681,2020-06-24,PFE,31.213,31.738000000000003,31.029,31.718000000000004,30152686
682,2020-06-24,BNTX,54.73,55.35,51.8101,53.0,1344482
683,2020-06-24,MRNA,64.84,66.1559,63.14,63.23,14377115
684,2020-06-23,AMZN,2764.41,2783.11,2718.04,2726.02,4231707
685,2020-06-23,GOOGL,1463.98,1475.2,1445.0,1452.0,1887583
686,2020-06-23,FB,242.24,245.1853,239.86,241.28,24017915
687,2020-06-23,PFE,31.776999999999997,32.242,31.748,32.194,36877128
688,2020-06-23,BNTX,52.75,56.0,51.52,55.62,2142192
689,2020-06-23,MRNA,62.94,65.08,62.74,64.1,12361339
690,2020-06-22,AMZN,2713.82,2715.0,2669.0,2684.5,3208780
691,2020-06-22,GOOGL,1450.66,1450.95,1419.19,1425.01,1472072
692,2020-06-22,FB,239.22,240.7,236.91,238.56,18917782
693,2020-06-22,PFE,32.107,32.349000000000004,31.912,32.319,22829053
694,2020-06-22,BNTX,57.45,58.9,51.85,51.95,2678243
695,2020-06-22,MRNA,64.75,66.29,62.12,65.92,13586383
696,2020-06-19,AMZN,2675.01,2697.43,2659.0,2678.08,5776963
697,2020-06-19,GOOGL,1424.64,1444.5,1419.0,1440.0,2639167
698,2020-06-19,FB,238.79,240.83,235.55,237.79,30081291
699,2020-06-19,PFE,32.407,32.717,32.111,32.669000000000004,42979707
700,2020-06-19,BNTX,51.36,51.58,49.91,50.9,735797
701,2020-06-19,MRNA,66.35,66.45,64.01,64.99,16076734
702,2020-06-18,AMZN,2653.98,2659.64,2636.11,2647.01,2487774
703,2020-06-18,GOOGL,1434.12,1452.9699,1426.235,1449.85,1743071
704,2020-06-18,FB,235.94,236.14,232.15,234.99,15782452
705,2020-06-18,PFE,32.232,32.455999999999996,31.980999999999998,32.262,31582358
706,2020-06-18,BNTX,50.94,51.59,49.83,49.86,691521
707,2020-06-18,MRNA,64.95,65.4,62.58,63.03,10914379
708,2020-06-17,AMZN,2640.98,2655.0,2631.82,2647.5,2959316
709,2020-06-17,GOOGL,1452.54,1462.2,1435.125,1452.94,1530500
710,2020-06-17,FB,235.53,237.59,231.7268,235.0,19578125
711,2020-06-17,PFE,32.543,32.742,32.306,32.571999999999996,26916178
712,2020-06-17,BNTX,50.85,51.5,49.5001,49.75,723069
713,2020-06-17,MRNA,63.31,65.88,62.58,63.6,13615975
714,2020-06-16,AMZN,2615.27,2620.0,2576.0,2620.0,3595649
715,2020-06-16,GOOGL,1446.47,1457.17,1428.99,1449.0,1534826
716,2020-06-16,FB,235.65,238.46,233.0,237.14,15236691
717,2020-06-16,PFE,32.388000000000005,32.931,31.728,32.571999999999996,54416860
718,2020-06-16,BNTX,49.9,51.5,49.09,51.0,901709
719,2020-06-16,MRNA,64.34,66.6,62.6,66.31,16537847
720,2020-06-15,AMZN,2572.68,2584.0,2508.0001,2526.6,3873335
721,2020-06-15,GOOGL,1420.74,1425.0,1387.1952,1389.49,1527652
722,2020-06-15,FB,232.5,233.77,224.8,225.09,15340264
723,2020-06-15,PFE,32.349000000000004,32.696,31.767,32.291,35465314
724,2020-06-15,BNTX,50.85,51.17,48.29,48.72,1091088
725,2020-06-15,MRNA,66.57,66.98,63.424,65.9,19339289
726,2020-06-12,AMZN,2545.02,2621.4766,2503.35,2601.21,5436127
727,2020-06-12,GOOGL,1412.92,1434.505,1385.8,1425.86,1833756
728,2020-06-12,FB,228.58,231.66,224.5,229.9,22091387
729,2020-06-12,PFE,32.727,33.071,32.043,33.046,37084612
730,2020-06-12,BNTX,48.58,49.44,47.01,49.37,859123
731,2020-06-12,MRNA,62.0,63.63,60.29,62.355,14742913
732,2020-06-11,AMZN,2557.96,2671.38,2536.23,2603.5,5800107
733,2020-06-11,GOOGL,1401.9,1451.6033,1398.41,1441.03,2357243
734,2020-06-11,FB,224.43,232.89,223.55,229.94,26708163
735,2020-06-11,PFE,32.291,34.599000000000004,32.272,34.52,61803592
736,2020-06-11,BNTX,48.6,49.19,47.0701,49.0,1324844
737,2020-06-11,MRNA,60.2,66.6867,58.77,62.95,32085168
738,2020-06-10,AMZN,2647.45,2722.35,2626.26,2645.0,4946031
739,2020-06-10,GOOGL,1464.7,1472.77,1454.355,1461.51,1588116
740,2020-06-10,FB,236.73,241.21,235.28,240.96,20720709
741,2020-06-10,PFE,34.830999999999996,35.345,34.802,35.257,28919376
742,2020-06-10,BNTX,47.41,47.998999999999995,46.55,47.8,913133
743,2020-06-10,MRNA,60.07,60.72,58.6,58.8,11074361
744,2020-06-09,AMZN,2600.86,2626.43,2525.0,2529.44,5175950
745,2020-06-09,GOOGL,1452.08,1467.8,1442.36,1445.24,1681155
746,2020-06-09,FB,238.67,239.77,230.41,231.52,27462872
747,2020-06-09,PFE,35.113,35.548,35.073,35.394,21207378
748,2020-06-09,BNTX,47.79,48.1,46.87,47.8,970354
749,2020-06-09,MRNA,58.23,59.405,57.73,58.55,7600166
750,2020-06-08,AMZN,2524.06,2530.0,2487.335,2500.2,3970654
751,2020-06-08,GOOGL,1448.04,1449.0,1424.48,1426.28,1693881
752,2020-06-08,FB,231.4,231.55,227.41,229.03,15466499
753,2020-06-08,PFE,35.481,35.491,34.599000000000004,34.714,29542614
754,2020-06-08,BNTX,48.78,49.24100000000001,47.42,49.22,1142624
755,2020-06-08,MRNA,59.1,59.38,56.72,58.3,11249314
756,2020-06-05,AMZN,2483.0,2488.645,2437.13,2444.51,3306445
757,2020-06-05,GOOGL,1440.02,1446.3,1407.6213,1415.64,2132350
758,2020-06-05,FB,230.77,231.35,225.3105,226.71,16750438
759,2020-06-05,PFE,34.899,35.384,34.793,35.141999999999996,35913654
760,2020-06-05,BNTX,49.18,50.23,48.5,49.8,769047
761,2020-06-05,MRNA,58.19,59.19,56.63,58.49,14677935
762,2020-06-04,AMZN,2460.6,2507.54,2450.01,2477.43,2948710
763,2020-06-04,GOOGL,1414.3,1441.32,1406.01,1436.78,1349105
764,2020-06-04,FB,226.29,231.63,224.61,229.56,17041481
765,2020-06-04,PFE,34.918,35.19,34.617,34.626999999999995,26430471
766,2020-06-04,BNTX,50.0,51.86,49.7,50.45,623630
767,2020-06-04,MRNA,60.59,61.93,58.52,61.61,13503951
768,2020-06-03,AMZN,2478.4,2488.0,2461.17,2468.01,2671024
769,2020-06-03,GOOGL,1439.25,1449.01,1431.62,1442.7,1386640
770,2020-06-03,FB,230.16,232.65,228.53,232.11,15380282
771,2020-06-03,PFE,35.064,35.306999999999995,34.463,35.19,37915813
772,2020-06-03,BNTX,51.16,52.23,49.54,51.85,1379875
773,2020-06-03,MRNA,59.89,63.37,57.1,57.51,20811530
774,2020-06-02,AMZN,2472.41,2473.53,2445.31,2467.0,2529903
775,2020-06-02,GOOGL,1442.31,1443.0,1421.61,1435.0,1172069
776,2020-06-02,FB,232.72,233.0,226.56,230.94,20919018
777,2020-06-02,PFE,35.064,35.064,34.181999999999995,34.453,41769651
778,2020-06-02,BNTX,52.38,52.85,50.1,51.98,688618
779,2020-06-02,MRNA,59.87,59.95,55.3553,58.7,21701140
780,2020-06-01,AMZN,2471.04,2476.93,2444.17,2448.0,2938032
781,2020-06-01,GOOGL,1434.87,1441.58,1422.28,1425.7,1259254
782,2020-06-01,FB,231.91,232.44,223.5,224.59,18223839
783,2020-06-01,PFE,34.385999999999996,34.647,33.852,34.424,75287782
784,2020-06-01,BNTX,52.3,53.21,49.54,50.0,1275816
785,2020-06-01,MRNA,62.18,63.9,60.51,62.76,21257477
786,2020-05-29,AMZN,2442.37,2442.37,2398.1973,2415.94,3529329
787,2020-05-29,GOOGL,1433.52,1436.73,1415.98,1420.43,1852522
788,2020-05-29,FB,225.09,227.49,222.88,225.2,23322476
789,2020-05-29,PFE,37.032,37.266,36.441,37.11,47588650
790,2020-05-29,BNTX,49.53,49.53,47.16,48.19,760747
791,2020-05-29,MRNA,61.5,61.65,56.56,57.45,38224872
792,2020-05-28,AMZN,2401.1,2436.9699,2378.23,2384.33,3193136
793,2020-05-28,GOOGL,1418.24,1444.46,1399.076,1400.0,1759787
794,2020-05-28,FB,225.46,231.6332,224.0,224.3,29423013
795,2020-05-28,PFE,37.022,37.275,36.577,36.694,22039013
796,2020-05-28,BNTX,46.87,50.11,46.753,48.34,1110358
797,2020-05-28,MRNA,55.54,59.11,53.35,53.5,32308594
798,2020-05-27,AMZN,2410.39,2413.58,2330.0,2404.99,5056945
799,2020-05-27,GOOGL,1420.28,1425.345,1394.6,1420.0,1584185
800,2020-05-27,FB,229.14,230.56,221.1347,229.07,34697553
801,2020-05-27,PFE,36.275999999999996,36.403,35.849000000000004,36.275999999999996,25345150
802,2020-05-27,BNTX,47.59,50.22,46.3,49.53,1810218
803,2020-05-27,MRNA,52.18,53.34,46.1301,51.2,59514749
804,2020-05-26,AMZN,2421.86,2462.0,2414.06,2458.0,3568153
805,2020-05-26,GOOGL,1421.37,1445.11,1419.395,1441.96,2229488
806,2020-05-26,FB,232.2,240.9,231.67,239.77,33178318
807,2020-05-26,PFE,36.354,36.722,36.315,36.509,22758155
808,2020-05-26,BNTX,50.88,52.55,49.34,52.4,1511429
809,2020-05-26,MRNA,57.71,66.59,57.05,66.4,40332555
810,2020-05-22,AMZN,2436.88,2469.85,2430.13,2455.01,2867079
811,2020-05-22,GOOGL,1413.24,1417.0,1395.95,1403.9,1427206
812,2020-05-22,FB,234.91,235.99,228.74,231.51,33925564
